1,249,App\Card,https://i.imgur.com/SsuGve8.jpg,not_awaken,1
2,249,App\Card,https://i.imgur.com/LpuBZV1.jpg,is_awaken,1
3,260,App\Card,https://i.imgur.com/nAHsQuI.jpg,not_awaken,1
4,260,App\Card,https://i.imgur.com/ItZx111.jpg,is_awaken,1
5,263,App\Card,https://i.imgur.com/PUUa99H.jpg,not_awaken,1
6,263,App\Card,https://i.imgur.com/P1Immgl.jpg,is_awaken,1
7,268,App\Card,https://i.imgur.com/GOPun30.jpg,not_awaken,1
8,268,App\Card,https://i.imgur.com/wVfA1m9.jpg,is_awaken,1
9,277,App\Card,https://i.imgur.com/HpqE6Y8.jpg,not_awaken,1
10,277,App\Card,https://i.imgur.com/YZWbHpS.jpg,is_awaken,1
11,280,App\Card,https://i.imgur.com/Sqq1jnM.jpg,not_awaken,1
12,280,App\Card,https://i.imgur.com/0lTZX35.jpg,is_awaken,1
13,285,App\Card,https://i.imgur.com/IHY3kbc.jpg,not_awaken,1
14,285,App\Card,https://i.imgur.com/1UFSYZ2.jpg,is_awaken,1
15,297,App\Card,https://i.imgur.com/kOmD03e.jpg,not_awaken,1
16,297,App\Card,https://i.imgur.com/DRThUI6.jpg,is_awaken,1
17,248,App\Card,https://i.imgur.com/w4At6UH.jpg,not_awaken,1
18,248,App\Card,https://i.imgur.com/2A3Q8Ve.jpg,is_awaken,1
19,278,App\Card,https://i.imgur.com/bwlElzO.jpg,not_awaken,1
20,278,App\Card,https://i.imgur.com/jlQoktc.jpg,is_awaken,1
21,279,App\Card,https://i.imgur.com/8zjiYYS.jpg,not_awaken,1
22,279,App\Card,https://i.imgur.com/VJJ54jc.jpg,is_awaken,1
23,281,App\Card,https://i.imgur.com/Llb6Gex.jpg,not_awaken,1
24,281,App\Card,https://i.imgur.com/YSzQlWS.jpg,is_awaken,1
25,282,App\Card,https://i.imgur.com/Io06Doc.jpg,not_awaken,1
26,282,App\Card,https://i.imgur.com/N7xAouA.jpg,is_awaken,1
27,289,App\Card,https://i.imgur.com/KmWAwhs.jpg,not_awaken,1
28,289,App\Card,https://i.imgur.com/0GwuIA9.jpg,is_awaken,1
29,290,App\Card,https://i.imgur.com/yXhOvWo.jpg,not_awaken,1
30,290,App\Card,https://i.imgur.com/Tbrtj1i.jpg,is_awaken,1
31,293,App\Card,https://i.imgur.com/oboCv74.jpg,not_awaken,1
32,293,App\Card,https://i.imgur.com/wnhgwgB.jpg,is_awaken,1
33,295,App\Card,https://i.imgur.com/Qqvp2gO.jpg,not_awaken,1
34,295,App\Card,https://i.imgur.com/OujUtek.jpg,is_awaken,1
35,296,App\Card,https://i.imgur.com/Ea5XSL5.jpg,not_awaken,1
36,296,App\Card,https://i.imgur.com/sq5qwRR.jpg,is_awaken,1
37,301,App\Card,https://i.imgur.com/T80Qyjr.jpg,not_awaken,1
38,301,App\Card,https://i.imgur.com/vgw2No4.jpg,is_awaken,1
39,302,App\Card,https://i.imgur.com/fYvxGJS.jpg,not_awaken,1
40,302,App\Card,https://i.imgur.com/gH0IeAq.jpg,is_awaken,1
41,164,App\Card,https://i.imgur.com/lnJLt6h.jpg,not_awaken,1
42,164,App\Card,https://i.imgur.com/XqcvBv3.jpg,is_awaken,1
43,258,App\Card,https://i.imgur.com/sEqe1Zr.jpg,not_awaken,1
44,258,App\Card,https://i.imgur.com/vRVR9CU.jpg,is_awaken,1
45,257,App\Card,https://i.imgur.com/fK4G3Hb.jpg,not_awaken,1
46,257,App\Card,https://i.imgur.com/pefF3LN.jpg,is_awaken,1
